customer_id,gender,age,signup_date,subscription_type,monthly_fee,tenure_months,last_activity_date,num_logins_last_month,avg_watch_time_hours,num_complaints,used_discount,payment_method,auto_renew,country,device_type,has_multiple_profiles,support_tickets_last_year,churn
CUST00046,Female,27,2023-02-26,Premium,30,26,2023-06-18,2,12.61,0,False,PayPal,True,USA,Desktop,False,0,0
CUST00047,Male,28,2024-04-22,Basic,10,12,2024-11-02,2,3.46,0,False,PayPal,False,UK,Mobile,True,1,1
CUST00048,Male,20,2023-03-27,Basic,10,25,2025-02-28,7,1.12,0,True,PayPal,False,USA,SmartTV,False,1,0
CUST00049,Female,66,2024-10-21,Premium,30,6,2024-12-05,5,17.53,1,True,Credit Card,True,Germany,Mobile,True,0,0
CUST00050,Female,66,2024-06-07,Basic,10,10,2025-04-17,8,3.38,0,False,PayPal,False,Canada,Mobile,False,3,0
CUST00051,Female,55,2024-11-03,Basic,10,5,2025-02-16,4,6.78,0,False,Debit Card,True,Canada,Mobile,False,0,1
CUST00052,Female,34,2022-09-26,Basic,10,31,2023-10-22,7,11.94,0,False,Debit Card,False,Canada,Mobile,False,1,0
CUST00053,Male,51,2024-11-28,Premium,30,5,2025-02-07,4,4.89,0,True,Credit Card,False,Germany,SmartTV,True,2,0
CUST00054,Male,41,2023-08-22,Basic,10,20,2025-02-01,5,8.26,3,False,PayPal,False,Germany,SmartTV,True,0,0
CUST00055,Female,19,2023-03-29,Basic,10,25,2023-08-30,5,8.8,0,False,PayPal,False,UK,Desktop,False,0,1
CUST00056,Male,43,2023-02-01,Basic,10,26,2023-05-15,5,7.7,0,True,PayPal,True,Canada,SmartTV,False,1,0
CUST00057,Male,57,2024-11-13,Premium,30,5,2025-01-30,7,18.63,2,True,Debit Card,False,India,Mobile,True,2,1
CUST00058,Female,57,2022-05-20,Premium,30,35,2024-04-21,7,5.1,1,True,Debit Card,False,India,Mobile,True,0,0
CUST00059,Male,35,2024-07-20,Standard,20,9,2025-04-09,7,18.04,0,True,PayPal,True,Germany,Mobile,True,2,1
CUST00060,Female,23,2024-06-15,Basic,10,10,2024-11-09,7,19.96,1,True,Debit Card,False,UK,Mobile,False,1,1
CUST00061,Female,19,2023-02-19,Standard,20,26,2024-11-14,6,8.25,1,True,Debit Card,False,UK,Mobile,False,0,0
CUST00062,Male,19,2023-04-28,Basic,10,24,2023-10-21,2,14.47,0,True,Debit Card,False,UK,SmartTV,False,2,1
CUST00063,Female,40,2022-05-13,Standard,20,35,2024-05-07,6,17.51,1,True,PayPal,False,UK,SmartTV,True,3,0
CUST00064,Male,26,2023-01-05,Basic,10,27,2024-09-03,8,18.46,1,True,Credit Card,False,USA,SmartTV,True,1,1
CUST00065,Female,26,2022-05-22,Basic,10,35,2022-10-03,4,17.34,1,False,PayPal,False,Germany,Mobile,True,2,1
CUST00066,Female,68,2024-04-19,Premium,30,12,2024-11-05,3,6.57,1,False,PayPal,True,UK,Desktop,True,0,0
CUST00067,Female,66,2023-03-15,Premium,30,25,2024-11-24,4,19.94,0,False,Credit Card,False,India,SmartTV,False,1,0
CUST00068,Female,36,2022-08-27,Premium,30,32,2024-01-09,6,14.42,0,False,Debit Card,True,UK,Mobile,True,1,0
CUST00069,Female,68,2025-02-12,Basic,10,2,2025-02-28,5,13.06,0,False,Debit Card,False,UK,Mobile,False,0,1
CUST00070,Male,67,2022-09-14,Basic,10,31,2024-11-22,5,12.1,0,False,Credit Card,False,UK,Desktop,False,2,0
CUST00071,Male,52,2023-08-11,Standard,20,20,2023-10-04,7,17.98,0,False,Debit Card,False,Germany,Mobile,True,0,1
CUST00072,Female,36,2024-01-30,Premium,30,15,2025-03-29,8,1.17,1,False,Debit Card,False,Canada,Desktop,False,1,0
CUST00073,Male,52,2023-06-28,Standard,20,22,2024-11-09,8,5.74,0,False,Credit Card,True,Canada,Desktop,True,1,1
CUST00074,Female,60,2023-11-25,Premium,30,17,2024-05-28,8,1.81,0,False,Debit Card,True,Canada,Desktop,True,1,1
CUST00075,Male,39,2023-11-18,Premium,30,17,2024-05-19,6,18.33,0,True,Credit Card,False,India,SmartTV,False,1,1
CUST00076,Female,60,2024-09-10,Basic,10,7,2024-11-20,3,16.82,0,False,Credit Card,True,Germany,Mobile,True,4,0
CUST00077,Female,39,2022-09-19,Basic,10,31,2023-09-09,2,5.61,0,True,Credit Card,False,USA,Desktop,False,0,1
CUST00078,Male,62,2022-10-01,Basic,10,30,2024-05-09,4,8.55,1,False,Credit Card,True,UK,SmartTV,False,1,1
CUST00079,Male,61,2023-10-11,Standard,20,18,2025-01-06,4,18.39,0,False,Credit Card,True,India,Mobile,True,2,0
CUST00080,Male,41,2023-10-17,Standard,20,18,2025-01-17,9,13.56,0,True,PayPal,True,Canada,Mobile,True,2,0
CUST00081,Female,24,2022-12-22,Basic,10,28,2023-06-02,3,19.44,1,True,PayPal,False,Germany,Desktop,False,2,0
CUST00082,Female,34,2022-07-24,Standard,20,33,2022-11-20,7,11.66,1,True,PayPal,True,India,Desktop,True,2,0
CUST00083,Male,61,2022-05-06,Premium,30,35,2024-09-01,1,17.47,0,False,Credit Card,True,Germany,Desktop,True,3,0
CUST00084,Male,69,2024-04-07,Standard,20,12,2025-01-04,1,1.23,0,True,Credit Card,True,India,Mobile,True,1,1
CUST00085,Male,47,2022-10-17,Standard,20,30,2024-07-10,4,7.42,0,False,PayPal,False,India,Desktop,False,0,1
CUST00086,Male,42,2022-12-23,Premium,30,28,2024-09-04,3,8.14,0,True,Credit Card,True,UK,Desktop,True,2,0
CUST00087,Female,56,2024-01-26,Premium,30,15,2024-04-18,8,12.35,0,False,Credit Card,True,Canada,Mobile,False,0,1
CUST00088,Female,43,2023-07-02,Basic,10,21,2025-04-01,5,10.61,0,False,Credit Card,True,USA,Desktop,False,1,0
CUST00089,Female,35,2024-12-03,Standard,20,4,2025-03-12,4,10.97,0,True,Debit Card,False,USA,Desktop,False,1,0
CUST00090,Female,20,2023-07-25,Standard,20,21,2024-05-03,2,17.12,0,True,PayPal,False,India,SmartTV,False,0,0
CUST00091,Male,28,2023-03-23,Standard,20,25,2023-10-08,3,14.61,0,True,PayPal,False,India,Desktop,True,0,1
CUST00092,Female,30,2023-08-09,Basic,10,20,2024-03-26,8,17.36,1,True,Debit Card,False,USA,SmartTV,True,1,1
CUST00093,Male,65,2023-06-22,Standard,20,22,2023-11-10,9,16.6,0,False,Debit Card,False,India,Desktop,True,0,0
CUST00094,Male,48,2023-06-07,Basic,10,22,2024-03-11,0,11.35,1,True,Debit Card,True,Canada,Desktop,True,0,1
CUST00095,Female,44,2025-03-14,Standard,20,1,2025-03-15,6,15.34,0,False,PayPal,False,Germany,SmartTV,False,1,0
CUST00096,Female,47,2024-03-30,Premium,30,13,2025-02-25,8,1.63,0,True,Credit Card,False,Germany,SmartTV,True,3,0
CUST00097,Male,69,2025-02-10,Basic,10,2,2025-03-06,2,6.81,0,False,Debit Card,True,UK,Desktop,False,2,1
CUST00098,Female,46,2023-02-03,Standard,20,26,2024-12-23,8,3.06,2,True,PayPal,True,India,SmartTV,True,5,0
CUST00099,Male,55,2024-05-15,Premium,30,11,2025-02-26,2,13.21,0,False,Credit Card,False,Germany,Mobile,True,3,0
CUST00100,Male,25,2025-03-04,Premium,30,1,2025-03-19,5,18.46,1,False,PayPal,False,UK,Mobile,True,1,1
CUST00101,Male,61,2023-08-31,Basic,10,20,2024-03-07,3,13.2,0,True,Credit Card,True,Canada,Desktop,True,1,0
CUST00102,Female,34,2024-01-13,Premium,30,15,2024-12-20,1,8.15,0,True,PayPal,True,USA,Desktop,False,1,0
CUST00103,Female,50,2022-06-22,Basic,10,34,2024-02-19,6,0.86,0,False,Credit Card,True,Canada,Desktop,True,0,0
CUST00104,Male,57,2023-07-01,Basic,10,21,2023-10-14,1,10.6,0,True,Credit Card,True,USA,Desktop,False,0,1
CUST00105,Female,69,2024-10-27,Standard,20,6,2025-03-29,6,13.57,1,True,Debit Card,False,UK,SmartTV,False,2,0
CUST00106,Female,58,2023-02-08,Standard,20,26,2025-03-09,8,16.44,0,False,Debit Card,True,Germany,Mobile,True,1,0
CUST00107,Male,28,2023-07-01,Premium,30,21,2025-01-27,9,1.35,0,False,Debit Card,True,USA,SmartTV,True,0,0
CUST00108,Male,54,2023-12-01,Premium,30,16,2024-03-13,5,1.1,0,False,Debit Card,False,UK,SmartTV,True,2,0
CUST00109,Male,37,2022-10-30,Premium,30,30,2022-12-19,7,8.21,0,True,Debit Card,True,Germany,SmartTV,False,2,0
CUST00110,Female,29,2023-12-23,Standard,20,16,2024-09-01,6,12.83,0,True,Debit Card,False,UK,Mobile,False,1,1
CUST00111,Female,58,2025-04-22,Standard,20,0,2025-04-22,6,8.13,1,False,Debit Card,False,Canada,Desktop,False,1,0
CUST00112,Female,53,2025-01-21,Premium,30,3,2025-01-23,4,10.64,0,True,Debit Card,False,Germany,Desktop,True,1,1
CUST00113,Male,60,2024-08-29,Basic,10,8,2025-03-06,6,15.74,1,False,Debit Card,False,USA,SmartTV,True,2,1
CUST00114,Male,31,2024-11-13,Standard,20,5,2025-04-15,3,2.88,0,True,Credit Card,True,Canada,Desktop,False,1,0
CUST00115,Female,31,2025-02-27,Premium,30,2,2025-04-12,4,6.8,1,False,PayPal,True,India,SmartTV,True,0,0
CUST00116,Male,40,2025-04-13,Standard,20,0,2025-04-18,2,6.5,1,False,Credit Card,False,Germany,Desktop,False,2,1
CUST00117,Female,49,2022-12-20,Basic,10,28,2024-04-19,6,5.26,2,True,Debit Card,False,USA,Desktop,True,0,0
CUST00118,Male,21,2023-02-19,Standard,20,26,2023-11-28,5,13.33,1,False,Credit Card,False,India,Mobile,False,2,0
CUST00119,Female,30,2023-09-27,Standard,20,19,2024-11-12,5,18.08,1,False,PayPal,True,USA,SmartTV,False,1,0
CUST00120,Female,24,2022-05-26,Standard,20,35,2024-11-05,0,6.83,0,False,Debit Card,False,Germany,Mobile,True,1,1
CUST00121,Female,42,2024-12-04,Basic,10,4,2025-02-12,3,11.95,0,False,Credit Card,False,USA,SmartTV,True,2,1
CUST00122,Male,25,2023-02-24,Standard,20,26,2025-04-17,2,7.15,0,True,PayPal,False,UK,Mobile,False,1,1
CUST00123,Female,32,2022-06-27,Basic,10,34,2024-05-28,8,19.12,1,False,Debit Card,True,India,Mobile,False,0,0
CUST00124,Male,36,2025-04-02,Standard,20,0,2025-04-05,3,6.49,1,True,PayPal,True,India,Desktop,True,0,0
CUST00125,Female,35,2024-06-26,Premium,30,10,2024-10-02,7,6.26,1,False,Credit Card,True,Germany,SmartTV,False,2,0
CUST00126,Female,61,2025-02-20,Premium,30,2,2025-03-31,6,4.63,1,False,Credit Card,True,Canada,SmartTV,False,2,1
CUST00127,Female,54,2024-09-17,Basic,10,7,2025-03-04,7,3.48,0,True,Debit Card,False,Germany,Mobile,False,2,1
CUST00128,Male,54,2024-06-17,Premium,30,10,2024-11-21,6,19.76,0,True,PayPal,True,Germany,Desktop,True,1,0
CUST00129,Male,56,2024-10-29,Standard,20,6,2025-02-13,2,16.46,0,False,Debit Card,False,Canada,Desktop,True,0,0
CUST00130,Male,62,2022-07-07,Standard,20,33,2024-10-22,2,4.24,0,True,PayPal,True,USA,Desktop,False,0,1
CUST00131,Female,21,2022-07-14,Basic,10,33,2023-02-02,5,12.06,1,True,Credit Card,True,India,SmartTV,True,1,1
CUST00132,Male,61,2023-07-01,Basic,10,21,2025-03-24,5,19.17,0,True,Debit Card,True,Canada,SmartTV,False,1,0
CUST00133,Male,47,2025-02-22,Basic,10,2,2025-02-23,7,3.47,2,True,Credit Card,False,UK,Desktop,True,2,1
CUST00134,Female,56,2024-04-27,Basic,10,12,2024-08-13,4,2.79,0,True,Credit Card,True,India,Mobile,False,0,0
CUST00135,Female,19,2024-04-20,Standard,20,12,2024-12-10,8,19.85,1,False,Credit Card,False,USA,Mobile,True,1,0
CUST00136,Male,52,2022-12-21,Basic,10,28,2024-01-02,5,6.79,0,False,PayPal,False,USA,Desktop,False,0,1
CUST00137,Male,31,2023-03-15,Basic,10,25,2024-11-07,9,10.3,0,False,PayPal,True,Germany,Mobile,True,0,0
CUST00138,Female,25,2025-04-18,Premium,30,0,2025-04-21,3,15.65,0,True,PayPal,True,USA,Desktop,True,3,0
CUST00139,Female,49,2023-05-26,Premium,30,23,2024-09-12,4,15.72,0,True,Debit Card,False,Germany,Mobile,True,0,0
CUST00140,Male,48,2022-07-24,Standard,20,33,2023-04-06,4,6.41,0,False,Debit Card,True,Germany,SmartTV,True,1,0
CUST00141,Male,56,2022-10-07,Standard,20,30,2024-10-28,3,13.29,2,False,Debit Card,False,Germany,Mobile,False,1,1
CUST00142,Female,44,2025-04-08,Basic,10,0,2025-04-18,4,8.62,0,True,Debit Card,True,Canada,SmartTV,True,0,1
CUST00143,Female,27,2024-10-06,Premium,30,6,2025-03-26,6,1.76,0,True,Credit Card,True,USA,Desktop,False,1,0
CUST00144,Female,38,2023-07-23,Premium,30,21,2025-02-03,3,6.83,1,False,Credit Card,True,USA,Desktop,True,1,0
CUST00145,Male,38,2024-10-19,Basic,10,6,2025-01-19,5,1.99,0,False,Credit Card,True,India,Desktop,True,1,0
CUST00146,Male,45,2024-10-13,Basic,10,6,2024-10-23,6,3.43,1,True,PayPal,False,Canada,SmartTV,True,1,1
CUST00147,Female,60,2024-03-18,Basic,10,13,2024-07-23,3,10.42,0,False,Credit Card,True,Canada,Mobile,False,4,0
CUST00148,Male,22,2023-03-10,Premium,30,25,2024-11-15,4,10.54,2,False,Debit Card,False,UK,Desktop,True,2,1
CUST00149,Female,21,2022-08-09,Premium,30,32,2024-09-06,6,19.61,0,False,PayPal,True,Canada,SmartTV,True,2,0
CUST00150,Female,28,2023-01-23,Standard,20,27,2023-07-02,1,12.17,0,False,Credit Card,True,UK,SmartTV,True,1,1
CUST00151,Male,67,2024-02-01,Standard,20,14,2025-03-31,3,17.8,1,False,PayPal,True,USA,SmartTV,False,4,0
CUST00152,Male,38,2022-12-27,Standard,20,28,2024-12-16,4,6.74,1,True,PayPal,True,Canada,Mobile,True,2,0
CUST00153,Female,69,2022-11-13,Premium,30,29,2023-12-14,8,11.52,1,False,Credit Card,True,Germany,Desktop,True,2,0
CUST00154,Male,33,2023-02-07,Premium,30,26,2025-03-30,7,14.98,1,True,Credit Card,True,USA,SmartTV,True,1,0
CUST00155,Male,53,2025-03-10,Basic,10,1,2025-04-19,0,15.34,0,True,Debit Card,True,Canada,SmartTV,True,1,0
CUST00156,Female,37,2023-10-22,Premium,30,18,2024-08-08,5,9.25,2,False,Debit Card,True,Germany,Mobile,True,1,0
CUST00157,Female,38,2022-08-09,Premium,30,32,2023-08-21,1,4.04,0,False,Debit Card,False,Germany,Mobile,False,1,1
CUST00158,Female,20,2023-02-22,Premium,30,26,2024-11-30,5,16.2,0,True,Credit Card,True,Germany,Desktop,False,2,1
CUST00159,Female,62,2024-01-15,Basic,10,15,2024-02-02,6,14.84,0,False,Credit Card,True,India,SmartTV,True,1,0
CUST00160,Male,64,2023-01-30,Premium,30,27,2024-11-05,7,16.88,0,False,Credit Card,False,UK,Desktop,True,1,1
CUST00161,Female,27,2022-06-15,Premium,30,34,2024-07-29,2,16.72,0,True,PayPal,True,Germany,SmartTV,False,1,0
CUST00162,Female,59,2022-05-25,Premium,30,35,2023-03-09,6,14.27,1,False,PayPal,True,USA,Mobile,False,3,1
CUST00163,Male,63,2023-01-29,Premium,30,27,2024-08-16,5,1.61,0,True,Credit Card,True,Germany,Desktop,True,0,0
CUST00164,Male,45,2023-01-18,Basic,10,27,2025-04-13,6,17.14,0,False,Debit Card,False,USA,Desktop,False,1,1
CUST00165,Male,67,2024-11-21,Basic,10,5,2025-03-08,3,13.44,1,False,PayPal,False,Germany,SmartTV,True,1,1
CUST00166,Female,31,2022-11-20,Basic,10,29,2022-12-31,6,19.45,1,False,Credit Card,True,India,Desktop,False,0,1
CUST00167,Male,21,2023-09-21,Basic,10,19,2025-03-23,5,8.38,0,False,PayPal,False,UK,Mobile,False,2,1
CUST00168,Female,51,2024-11-27,Basic,10,5,2025-02-07,7,11.14,0,False,Credit Card,True,Germany,SmartTV,True,2,1
CUST00169,Male,66,2023-06-08,Premium,30,22,2025-01-12,3,15.26,0,False,Debit Card,False,USA,SmartTV,True,0,0
CUST00170,Male,39,2022-09-11,Standard,20,31,2024-03-09,6,2.34,0,True,Debit Card,True,USA,Mobile,True,0,0
CUST00171,Male,52,2024-10-20,Standard,20,6,2025-02-27,6,10.7,0,False,PayPal,False,Germany,Desktop,False,2,0
CUST00172,Female,64,2023-08-24,Basic,10,20,2025-03-11,5,12.46,0,True,Credit Card,True,USA,Mobile,False,1,0
CUST00173,Male,45,2023-08-07,Premium,30,20,2024-07-06,4,9.09,1,False,Debit Card,True,Canada,Desktop,True,2,0
CUST00174,Female,62,2022-10-18,Basic,10,30,2023-09-20,6,0.75,0,False,Credit Card,False,India,Mobile,False,2,1
CUST00175,Male,22,2022-11-23,Standard,20,29,2024-05-11,7,13.21,0,True,Debit Card,False,USA,SmartTV,False,0,0
CUST00176,Male,29,2023-05-28,Standard,20,23,2024-01-03,4,5.18,0,False,PayPal,True,India,Mobile,False,0,0
CUST00177,Female,28,2022-09-21,Basic,10,31,2023-10-14,7,13.69,0,True,PayPal,False,Germany,Desktop,True,1,1
CUST00178,Female,26,2024-05-13,Basic,10,11,2024-08-23,3,7.14,1,False,Credit Card,True,USA,Desktop,True,0,1
CUST00179,Female,63,2023-06-21,Standard,20,22,2024-01-01,6,17.55,0,False,Credit Card,False,Germany,Desktop,False,0,1
CUST00180,Male,63,2025-04-09,Basic,10,0,2025-04-15,6,1.32,2,True,Credit Card,True,Germany,Desktop,True,1,0
CUST00181,Male,59,2024-07-17,Standard,20,9,2025-04-18,9,2.84,0,True,Debit Card,True,Germany,Mobile,True,0,1
CUST00182,Male,50,2024-12-26,Basic,10,4,2025-02-23,5,1.44,2,True,Debit Card,False,Canada,Desktop,False,2,1
CUST00183,Female,46,2023-03-20,Premium,30,25,2025-04-22,7,4.79,0,True,PayPal,False,Canada,SmartTV,True,2,0
CUST00184,Female,51,2022-10-16,Basic,10,30,2025-04-15,8,9.15,1,False,Credit Card,False,USA,Mobile,True,2,0
CUST00185,Male,45,2023-02-26,Basic,10,26,2025-02-20,5,19.68,0,False,PayPal,False,USA,Desktop,True,1,1
CUST00186,Female,29,2024-12-08,Premium,30,4,2025-03-02,7,9.23,0,False,PayPal,False,USA,Mobile,False,1,0
CUST00187,Female,66,2025-02-11,Premium,30,2,2025-02-15,2,7.11,1,False,Debit Card,False,India,Desktop,True,1,0
CUST00188,Male,26,2024-12-22,Premium,30,4,2025-02-14,6,13.67,0,False,Debit Card,True,Germany,Mobile,False,2,1
CUST00189,Female,36,2023-06-24,Standard,20,22,2024-07-29,8,12.91,0,True,PayPal,False,UK,Mobile,False,0,1
CUST00190,Male,64,2022-08-06,Premium,30,32,2024-03-06,6,11.22,1,True,PayPal,False,USA,Desktop,True,0,0
CUST00191,Male,19,2022-10-19,Premium,30,30,2023-02-20,4,12.9,1,True,Debit Card,False,Canada,Desktop,False,2,0
CUST00192,Female,55,2023-08-04,Standard,20,20,2023-10-03,7,18.25,1,False,Debit Card,True,USA,SmartTV,False,2,0
CUST00193,Male,60,2022-07-12,Basic,10,33,2024-08-06,7,17.22,1,False,PayPal,True,Germany,Desktop,True,0,0
CUST00194,Male,53,2022-07-08,Premium,30,33,2022-10-05,5,15.36,1,True,Credit Card,True,USA,SmartTV,True,1,1
CUST00195,Female,64,2022-12-13,Premium,30,28,2024-08-10,3,12.31,0,True,Debit Card,False,Canada,Desktop,False,0,0
CUST00196,Female,18,2022-06-03,Standard,20,34,2024-05-09,3,19.56,0,True,Debit Card,True,UK,Mobile,False,0,1
CUST00197,Male,63,2022-09-18,Basic,10,31,2024-08-30,2,0.96,1,True,PayPal,False,USA,Desktop,False,0,0
CUST00198,Male,54,2023-07-04,Basic,10,21,2024-10-25,9,7.14,0,True,Credit Card,True,Germany,Mobile,False,0,0
CUST00199,Female,51,2024-05-24,Basic,10,11,2024-12-19,6,10.4,1,True,Debit Card,False,Germany,Desktop,False,2,0
CUST00200,Male,52,2024-12-03,Standard,20,4,2025-02-26,5,6.85,1,False,Debit Card,True,Canada,SmartTV,True,1,0
CUST00201,Male,54,2024-03-07,Basic,10,13,2024-05-26,7,15.91,0,True,Credit Card,False,UK,Desktop,True,1,0
CUST00202,Female,29,2022-06-27,Basic,10,34,2024-01-10,6,10.08,0,False,PayPal,True,India,SmartTV,False,1,0
CUST00203,Female,68,2024-05-08,Basic,10,11,2025-01-03,9,17.15,0,False,PayPal,True,USA,Mobile,False,2,0
CUST00204,Female,22,2024-12-26,Standard,20,4,2025-03-02,3,9.8,1,True,Credit Card,False,Canada,SmartTV,False,1,1
CUST00205,Female,33,2022-06-09,Basic,10,34,2022-08-30,8,0.55,0,False,Debit Card,True,Canada,SmartTV,False,0,0
CUST00206,Female,32,2024-03-08,Basic,10,13,2024-05-28,7,10.01,0,True,Credit Card,False,UK,Mobile,False,1,1
CUST00207,Female,52,2023-05-21,Premium,30,23,2024-01-18,4,2.47,1,False,PayPal,True,India,Desktop,True,0,0
CUST00208,Female,33,2025-04-21,Premium,30,0,2025-04-22,5,8.33,0,True,Credit Card,True,India,SmartTV,False,0,1
CUST00209,Female,46,2025-04-19,Basic,10,0,2025-04-20,4,4.69,0,False,Credit Card,False,India,Desktop,False,1,0
CUST00210,Male,49,2023-04-04,Basic,10,24,2023-07-04,5,14.42,2,True,Credit Card,False,India,Mobile,True,1,0
